#genes:547
#downstream:1000	upstream:1000	body:0	bin size:1000	unscaled 5 prime:0	unscaled 3 prime:0
genes:547	bwa_K002000134_64008_1	bwa_K002000134_64008_1	bwa_K002000134_64011_1	bwa_K002000134_64011_1	bwa_K002000134_64013_1	bwa_K002000134_64013_1	H3K27ac_PGCLCd2_2_RPGC	H3K27ac_PGCLCd2_2_RPGC	H3K27ac_PGCLCd6_2_RPGC	H3K27ac_PGCLCd6_2_RPGC
12.39	9.426	7.267	6.161	8.425	6.527	13.97	15.45	9.522	14.07
11.86	3.947	0.8203	0.7504	1.678	0.45	1.879	0.816	11.77	8.498
10.28	8.841	7.886	7.501	2.072	2.071	6.328	12.88	9.66	10.13
9.537	16.17	3.144	5.855	2.61	4.341	4.251	10.72	28.41	53.91
7.547	7.208	4.092	2.994	4.965	2.172	2.244	0.3393	31.51	27.27
31.04	40.75	0.6399	0.6981	0.7066	1.07	4.188	4.421	58.09	61.07
44.69	28.6	0.911	1.57	1.444	2.137	4.422	1.924	58.71	23.51
48.29	61.58	1.396	1.326	1.394	1.871	4.297	12.66	43.89	87.96
75.9	70.72	5.175	5.044	6.189	4.955	46.83	28.5	145.3	104.6
66.74	49.11	1.338	0.7563	2.249	1.572	9.915	3.142	45.16	19.74
23.15	18.66	5.303	4.449	6.985	5.186	31.94	25.37	24.37	15.29
20.69	18.27	3.058	2.2	4.213	2.473	22.47	17.39	15.57	15.76
48.49	51.4	7.915	12.31	9.698	12.53	21.52	23.55	29.23	21.61
56.97	28.82	5.561	2.577	5.097	1.948	21.39	13.37	7.593	2.492
11.91	15.76	2.168	3.317	3.521	3.832	27.22	18.57	3.286	2.851
17.41	8.244	2.988	2.022	3.454	3.049	22.09	8.706	3.104	2.995
21.86	22.52	0.6993	1.012	1.144	1.443	2.9	4.164	22.81	26.76
7.113	1.211	0.5189	0.249	0.4566	0.6822	14.68	23.25	5.66	3.666
0.7117	2.023	0.4293	0.5701	1.57	2.8	5.748	11.92	2.511	10.13
15.12	22.52	1.624	2.949	8.425	11.83	43.48	68.56	14.72	29.29
2.558	2.299	24.81	16.56	9.553	6.941	8.068	3.21	7.037	7.146
7.734	10.34	1.097	1.076	1.127	1.417	0.7441	1.967	7.332	11.45
12.3	4.811	1.07	0.8203	1.544	1.117	0.9663	1.761	12.57	6.239
65.56	97.59	2.905	6.443	1.587	2.75	5.189	17.43	15.92	44.41
96.39	61.94	5.881	13.35	2.489	5.072	16.38	7.865	42.65	24.25
63.55	79.28	13.35	6.754	5.25	1.995	9.35	5.442	26.96	16.05
82.34	23.57	7.459	0.9703	1.944	0.5444	6.53	1.012	19.08	1.629
2.531	2.995	1.14	1.01	4.416	4.482	9.112	7.462	28.51	35.35
3.153	2.527	1.252	0.8168	5.339	2.878	8.247	6.325	33.21	31.88
24.98	43.88	3.195	12.26	1.659	3.968	3.201	5.972	5.26	9.929
38.51	50.83	8.72	8.726	3.133	2.905	5.733	6.163	9.054	7.96
54.71	39.94	1.035	2.764	1.022	0.7944	3.891	5.169	41.67	60.68
44.41	40.64	2.512	2.335	1.119	1.264	4.701	5.184	63.55	49.63
35.77	35.71	1.286	1.63	1.78	2.198	2.972	0.9523	14.81	10.71
40.58	37.93	1.845	1.146	2.562	1.381	2.752	1.511	13.69	11.87
7.112	13.68	10.21	15.49	8.951	10.59	1.326	2.249	5.389	15.72
39.61	44.24	8.869	12.55	7.505	8.266	2.457	4.518	22.79	21.55
29.51	77.34	11.64	62.9	9.214	42.5	8.523	35.12	43.4	107.7
72.87	86.78	59.82	68.74	45.02	48.77	30.9	33.72	80.83	130.6
15.35	14.99	6.021	9.529	7.822	13.07	4.048	2.555	8.646	11.13
17.04	22.83	13.84	12.36	16.13	13.25	3.901	3.075	12.05	21.12
21.93	12.26	10.06	2.712	11.62	3.582	3.712	1.388	21.42	14.07
33.63	49.65	2.839	5.202	3.275	5.616	0.3114	3.638	11.55	20.01
71.27	63.65	11.27	11.54	24.99	20.12	10.9	14.32	33.98	45.56
63.16	40.19	12.26	3.528	21.11	6.813	14.06	3.654	44.28	15.81
35.66	37.05	1.358	1.554	1.351	1.554	5.435	7.759	9.258	15.96
38.33	26.36	2.405	2.15	1.657	2.982	7.789	4.23	20.33	19.65
8.658	12.23	2.895	3.614	5.989	8.506	3.025	18.27	10.43	31.58
12.52	7.526	3.343	2.994	7.161	7.463	5.965	21.51	17.28	29.92
14.21	2.77	3.592	2.2	8.411	4.922	16.09	16.43	31.73	17.57
8.319	8.205	10.1	11.93	21.38	25.91	7.799	12.37	5.44	7.937
4.059	4.158	1.239	1.757	1.678	1.244	13.71	14.78	9.206	8.308
31.45	25.83	2.513	1.656	5.499	3.041	16.07	16.88	53.43	39.1
5.405	9.733	0.4305	0.3642	0.5055	0.67	2.502	4.465	11.18	22.66
7.032	12.43	0.3723	0.6027	0.6055	0.5566	3.093	0.598	17.33	22.01
8.737	10.29	0.5003	0.5061	0.6488	0.71	2.317	1.533	19.17	20.05
8.924	11.01	0.1862	0.192	0.3066	0.5989	2.83	2.467	31.02	34.7
3.792	3.211	0.6923	0.3688	3.372	2.42	25.91	24.01	41.32	37.65
3.381	2.966	0.4107	0.5492	2.629	3.341	25	6.809	38.02	23.63
3.105	3.806	0.7621	0.84	2.177	1.873	4.018	3.205	17.22	7.374
58.71	50.47	0.4421	0.2269	0.9777	1.383	0.8804	1.611	11.96	9.89
61.26	63.54	0.6341	1.152	8.111	6.694	22.44	23.06	81.68	64.44
25.88	25.9	0.5643	0.5666	0.9755	0.7688	2.972	4.392	9.398	5.891
35.08	62.04	0.7039	3.684	1.767	5.723	4.149	30.61	4.187	13.24
54.76	70.97	1.784	4.841	3.95	6.703	19.11	39.5	9.797	13.44
64.94	69.08	4.483	2.021	6.381	4.451	35.36	21.72	13.56	9.643
1.087	0.9094	3.63	2.472	2.405	2.639	10.08	10.16	2.473	2.353
35.64	52.81	2.396	1.502	1.603	1.347	0.6131	0.874	15.92	20.56
7.311	7.915	0.2199	1.07	0.6666	1.217	0.4466	1.477	8.949	10.79
7.994	7.289	0.2501	1.187	0.9722	1.078	0.4832	1.82	10.05	10.46
11.23	15.82	2.856	3.836	1.12	1.252	2.473	2.498	6.824	8.269
11.23	15.82	2.856	3.836	1.12	1.252	2.473	2.498	6.824	8.269
21.14	20.75	0.5713	1.088	1.002	1.632	4.241	5.369	19.26	22.56
21.14	20.75	0.5713	1.088	1.002	1.632	4.241	5.369	19.26	22.56
14.08	42.02	5.969	8.26	3.378	6.409	2.67	3.442	2.884	17.26
50.54	55.72	3.417	4.962	4.361	3.756	15.76	24.75	55.59	63.46
53.3	5.163	4.397	0.4607	3.043	1.13	20.52	1.4	57.72	6.096
1.182	1.437	0.562	0.7086	1.704	0.6666	1.607	0.875	13.9	2.941
3.378	5.076	6.327	6.346	6.34	6.708	0.4348	1.535	7.482	10.52
19.66	34.11	3.198	5.929	1.903	3.444	2.163	3.678	8.194	11.03
31.47	26.93	5.649	3.992	3.051	2.195	3.284	2.175	11.61	7.35
11.54	12.74	7.964	8.946	4.669	3.735	16.5	15.88	56.13	52.49
47.46	30.43	3.239	2.417	0.8555	1.857	4.207	2.013	64.86	29.87
43.04	26.36	39.43	35.43	5.567	6.134	1.535	3.825	9.31	12.91
13.09	15.54	16.26	17.58	3.492	3.788	4.509	5.485	10.29	9.296
21.77	16.65	20.02	19.31	14.59	11.87	6.625	8.498	4.99	8.111
0.3005	0.2728	1.97	3.02	9.932	11.01	6.684	24.13	0.8736	3.885
0.3414	0.3045	2.887	2.564	12.77	8.17	9.289	22.44	1.076	4.043
14.87	8.147	3.991	3.013	7.085	5.944	7.695	2.54	10.6	5.11
23.05	28.34	0.6132	1.152	1.037	1.719	0.6743	1.427	12.42	9.893
50.03	55.66	1.518	3.773	3.342	6.644	2.957	2.853	9.902	14.04
54.33	68.61	3.756	3.823	6.442	5.595	2.786	3.506	13.69	31.68
62.49	69	3.39	4.439	7.008	5.444	3.037	5.729	21.18	39.08
68.05	65.07	3.884	3.458	5.653	6.005	3.281	6.421	30.76	42.46
70.14	63.78	4.326	3.017	5.247	7.094	5.596	5.447	38.95	48.31
66.46	61.85	3.226	5.907	6.696	9.991	6.48	6.248	46.7	42.23
61.82	58.62	5.234	3.611	9.823	7.146	5.907	5.468	44.31	34.88
11.17	17.9	1.955	4.325	1.905	3.188	1.084	1.977	6.981	11.25
17.02	12.34	4.996	4.255	3.156	2.419	2.563	3.042	10.75	13.94
7.847	11.53	8.581	9.966	7.041	6.097	7.843	10.47	15.99	21.35
11.53	13.58	9.966	3.846	6.097	3.545	10.47	18.15	21.35	36.36
14.46	10.19	4.374	2.529	3.548	2.287	17.24	14.74	36.08	20.94
11.81	7.361	3.322	1.673	3.106	1.143	18.02	7.904	30.52	11.18
22.79	25.14	2.603	2.741	2.282	2.201	0.9652	5.59	10.16	11.57
41.13	32.25	11.12	7.459	9.003	6.07	11.77	12.97	55.4	73.47
37.41	14.57	9.262	3.4	7.927	2.758	15.53	1.339	76.32	35.38
48.84	46.95	14.03	12.6	6.94	8.286	43.78	30.9	111.8	79.31
81.51	63.03	1.896	3.165	2.022	2.567	2.936	6.179	36.63	34.25
61.42	38.82	2.909	1.379	2.622	0.9666	6.05	1.568	34.58	10.31
14.04	12.35	2.874	3.054	7.138	7.338	6.759	8.895	7.627	11.33
31.95	31.62	1.193	1.196	0.9766	2.168	2.429	9.948	27.49	38.78
31.2	21.97	1.495	1.763	2.4	2.083	9.642	7.129	37.78	15.49
49.03	23.53	10.39	5.223	3.701	2.258	1.57	3.414	17.15	11.94
3.723	1.619	1.223	0.5759	0.7277	0.7366	3.552	2.608	12.6	8.853
15.15	29.73	6.973	8.794	3.828	5.702	2.067	2.19	13.8	13.09
27.48	30.92	8.435	7.218	4.66	4.17	2.619	0.6603	13.69	8.262
2.792	4.45	6.667	9.531	2.315	5.427	0.743	2.222	7.973	14.17
3.991	9.817	0.7853	0.9075	1.017	2.137	2.685	10.67	6.885	14.39
11.68	18.36	0.8144	1.443	2.259	1.407	11.34	5.683	14.94	9.528
11.1	31.63	1.529	4.457	1.797	4.345	1.021	2.679	13.16	21.27
25.19	26.81	3.252	3.211	2.824	3.296	1.668	1.561	19.57	16.13
5.727	2.326	12.23	7.394	15.03	8.427	11.87	8.718	7.206	7.3
26.11	51.98	5.93	19.53	5.219	15.81	5.861	7.407	11.18	20.26
52.44	39.61	29.04	38.02	22.9	29.87	15.45	17.44	22.72	13.46
34.81	37.46	7.452	7.237	8.816	5.039	20.16	5.524	3.169	5.443
11.7	19	6.207	10.2	22.69	20.43	7.548	18.41	3.344	8.109
12.27	15.33	6.447	9.057	20.19	15.24	10.97	23.46	4.61	9.777
16.98	9.476	9.139	6.201	20.75	11.28	17.28	19.65	6.779	9.856
4.684	2.991	4.753	3.012	9.007	8.195	16.24	9.803	9.174	5.96
8.205	18.19	0.8377	1.885	1.383	3.205	8.418	19.04	27.34	57.21
5.429	5.823	12.76	10.89	7.53	6.402	1.017	3.375	9.169	6.364
6.461	3.435	13.86	5.496	8.816	3.365	2.594	3.754	7.583	8.008
1.852	5.143	3.956	9.354	3.445	6.503	8.707	14.56	10.62	15.58
5.364	2.155	9.599	3.601	5.966	3.739	13.8	6.737	13.82	9.486
4.493	1.849	0.9319	0.897	1.448	0.7955	3.589	5.415	12.97	11.12
0.2834	0.4099	0.6725	1.038	1.892	1.971	8.494	22.77	0.5341	1.108
1.964	3.466	2.077	1.614	2.404	2.268	2.209	4.877	10.65	21.04
0.6392	0.8699	1.573	1.288	11.93	10.78	10.67	7.012	2.085	1.512
8.484	6.531	0.8319	1.065	1.094	0.7277	1.453	5.395	15.21	20.96
2.96	8.625	1.336	2.718	1.539	3.016	6.378	6.582	26.79	21.29
9.227	4.249	2.981	2.372	3.194	1.977	6.111	2.245	21.19	11.17
4.989	8.759	0.5003	0.7621	0.4811	0.8744	1.277	3.081	19.6	26.27
6.833	10.12	0.5224	0.8738	0.79	0.8155	1.911	3.589	21.08	36.3
10.06	8.402	0.8668	0.6399	1.642	0.9888	4.84	5.122	53.96	31.15
6.021	3.657	0.5782	0.6283	1.038	0.9255	0.8826	1.208	14.63	15.32
6.238	2.556	0.6306	0.555	1.042	0.7022	1.36	0.7795	16.89	10.42
70.86	63.81	34.65	24.21	16.26	10.97	5.576	5.413	47.56	37.05
1.948	15.68	2.244	22.53	2.568	19.15	0.5046	4.527	3.687	11.4
12.84	9.015	18.28	20.06	16.19	14.17	2.201	5.143	9.081	11.04
14.28	2.498	24.86	8.987	18	8.709	6.153	2.271	14.79	4.512
9.541	30.95	3.018	13.57	5.529	19.28	34.24	61.71	15.67	25.46
30.74	15.11	13.77	10.77	19.51	12.43	61.29	50.65	25.36	15.02
62.62	58.37	12.84	12.26	18.65	17.75	3.543	5.003	23.58	27.81
19.64	25.11	2.215	1.466	3.843	3.57	3.506	1.53	8.951	9.651
74.91	83.59	0.8691	1.641	1.654	1.558	0.4402	2.869	6.794	12.47
59.54	90.41	2.008	3.503	2.902	4.445	3.781	5.03	25.69	23.6
85.79	68.99	5.196	6.15	7.792	10.73	11.25	19.59	25.27	13.74
69.7	56.88	5.731	5.137	10.4	7.452	20.62	10	18.64	6.886
22.59	45.06	0.6981	1.35	1.233	1.011	1.09	1.997	8.304	11.8
49.37	60	2.088	1.704	1.455	1.667	2.308	1.659	14.67	19.02
59.97	69.01	1.711	1.78	1.664	2.083	1.67	3.945	19.03	32.9
67.58	90.36	2.071	1.524	2.75	4.616	2.469	10.7	53.89	88.8
0.6524	0.8211	3.428	3.694	2.292	2.929	5.494	8.702	17.83	18.43
1.561	1.398	1.212	0.6318	1.673	1.308	0.6549	2.994	10.52	5.354
18	17.5	10.17	11.86	6.027	8.725	3.207	10.36	11.98	22.98
18.07	13.35	11.97	9.013	8.437	6.184	10.03	19.96	23.11	37.51
32.26	39.28	7.017	8.935	4.891	4.36	8.334	12.06	39.06	42
47.41	48.43	10.76	16.1	3.432	3.589	4.348	6.639	33.55	36.04
17.55	22.02	3.608	1.894	4.516	4.022	10.53	11.01	17.68	26.87
23.76	10.63	2.478	0.7388	4.75	1.955	10.53	5.744	26.3	14.54
8.116	15.97	2.435	13.6	2.69	9.224	1.028	5.188	2.352	17.19
8.116	15.97	2.435	13.6	2.69	9.224	1.028	5.188	2.352	17.19
15.3	4.606	13.46	3.678	8.528	4.363	5.407	1.699	15.25	8.401
15.3	4.606	13.46	3.678	8.528	4.363	5.407	1.699	15.25	8.401
6.262	5.553	0.6888	0.5538	1.051	1.243	3.443	0.8654	15.72	21.06
6.262	5.553	0.6888	0.5538	1.051	1.243	3.443	0.8654	15.72	21.06
76.91	83.61	43	27.62	34.61	28.1	121.3	100.4	114.3	126.8
76.91	83.61	43	27.62	34.61	28.1	121.3	100.4	114.3	126.8
17.18	18.96	37.94	41.62	35.16	37.08	37.44	34.79	23.1	24.43
19.1	24.13	2.669	3.027	3.179	5.821	5.2	8.175	6.983	7.494
36.03	53.58	1.196	2.199	0.9544	1.518	0.3457	0.8804	9.425	24.93
52.65	44.71	2.235	1.595	1.355	1.398	0.1911	0.7226	20.63	18.22
51.85	27.87	2.033	1.616	1.105	1.6	0.8804	0.7483	23.97	11.39
10.34	22.24	8.842	13.61	6.111	9.766	2.362	5.454	5.569	19.49
21.14	10.9	13.99	6.987	9.774	5.579	4.062	3.915	15.4	11.94
22.08	5.242	14.19	3.938	9.814	3.574	5.342	3.356	19.27	8.747
30.35	40.65	2.874	2.892	2.587	1.899	3.255	2.205	39.87	57.43
40.51	52.85	2.821	3.231	1.889	1.52	2.211	3.807	57.73	57.69
48.21	52.19	2.961	3.49	1.548	1.627	3.6	3.561	60.52	43.3
50.85	16.12	4.797	1.607	1.905	0.8655	3.331	3.044	42.55	13.38
26.01	27.15	2.572	5.645	0.7566	1.422	2.75	5.062	42.14	50.86
27.46	21.04	4.368	5.376	1.144	0.9522	4.422	4.544	46.51	52.68
23.27	11.82	6.455	2.134	1.068	1.285	4.595	1.405	54.32	31.3
7.394	5.497	1.997	1.871	1.441	1.301	4.915	1.795	60.03	28.27
2.339	1.437	1.295	0.9273	1.599	1.234	4.291	7.408	33.67	26.45
8.174	6.453	1.288	0.8179	2.277	1.08	5.159	3.491	11.93	4.878
20.04	30.63	3.893	9.762	1.928	3.395	4.513	21.12	8.004	22.31
71.2	68.61	28.92	25.57	19.15	16.7	110.8	110.1	81.24	80.46
54.08	59.18	19.53	27.74	10.03	12.73	88.8	86.46	107.7	109
57.64	44.93	25.65	35.61	12.51	13.79	90.24	42.51	108.9	89.85
50.5	64.35	48.12	57.75	25.85	33.99	28.47	32.54	98.66	107.3
71.49	37.53	63.96	32.22	37.01	17.69	36.18	15.22	115.7	56.21
69.78	73.89	38.22	44.87	16.53	22.29	27.95	24.43	32.23	49.52
67.7	69.67	41.49	48.45	20.99	24.37	21.81	24.19	56.52	91.24
74.87	71.43	46.65	47.13	26.87	29.41	29.3	35.08	91.37	80.42
71.52	32.25	47.11	15.93	29.41	9.488	34.95	7.902	80.47	35.05
3.25	1.379	2.973	2.782	6.886	4.314	44.63	45.05	13.38	6.722
0.8066	0.5035	1.874	2.114	1.687	2.174	2.76	3.066	15.04	17.96
39.68	42.86	13.81	15.39	8.655	7.793	17.46	13.53	16.62	18.92
65.2	66.87	27.99	28.2	14.44	11.87	19.94	25.51	83.36	118.2
71.52	53.23	24.37	6.861	10.5	4.664	18.93	7.913	85.49	24.55
4.257	2.03	1.588	1.309	1.4	1.278	3.232	0.8858	19.91	13.31
68.77	74.67	3.835	2.792	1.4	1.301	1.629	2.987	20.18	12.67
74.84	40.68	3.184	1.346	1.239	0.5933	3.106	1.277	14.83	3.868
7.323	12.68	2.775	3.691	0.9488	1.351	1.49	1.321	13.27	14.03
0.3559	0.3559	1.353	0.7097	0.6722	0.9644	0.875	0.6936	6.027	6.631
20.12	15.1	0.6073	0.591	0.7777	0.9055	3.981	4.403	77.33	60.37
29.28	71.42	3.766	6.885	1.618	2.743	0.9373	4.329	49.81	117.4
75.79	53.97	7.08	4.322	2.512	2.795	5.141	2.867	129.6	62.69
54.98	38.16	3.72	2.119	3.048	2.691	1.864	0.9073	12.05	9.885
40.59	48.04	2.648	1.819	2.84	2.972	1.131	1.269	9.669	10.25
11.88	19.62	1.236	1.39	1.827	2.585	9.461	19.99	10.06	20.83
0.6471	1.056	1.613	2.118	3.646	2.658	0	2.014	2.198	8.277
2.307	6.54	2.382	2.56	4.011	6.775	3.915	3.3	8.393	10.27
2.49	8.589	2.683	2.431	5.335	6.184	3.797	5.634	7.621	12.93
11.71	37.31	2.911	10.47	5.61	13.1	6.125	32.1	15.07	51.8
38.52	29.84	11.26	6.044	14.12	8.505	32.04	18.13	51.93	47.3
23.92	21.56	5.567	2.263	6.339	3.366	7.446	4.832	31.43	34.16
10.46	12.05	3.741	6.498	3.989	6.439	8.294	8.697	10	10.72
12.64	4.688	6.78	3.068	6.495	3.4	9.501	7.26	11.39	10.17
11.59	12.42	1.055	0.6306	1.185	1.079	1.244	2.087	13.16	10.97
81.61	59.87	1.668	1.412	1.191	1.715	5.46	2.983	39.29	30.21
69.13	53.69	8.982	3.637	5.141	1.625	3.652	1.59	14.62	16.66
2.59	2.656	4.356	4.72	0.8377	1.197	5.848	11.11	7.796	15.37
31.11	71.09	2.246	3.248	2.605	3.799	3.363	5.637	25.59	47.21
69.1	56.51	3.252	1.231	4.165	1.774	5.737	2.031	46.17	19.97
55.7	30.52	1.258	0.7493	1.533	0.8311	1.206	0.6034	16.75	10.15
33.95	59.13	0.5701	1.331	1.154	1.184	0.35	0.2147	8.685	11.75
55.35	60.22	1.166	0.7376	1.255	1.033	0.2147	1.016	10.64	16.51
81.38	57.57	0.3816	0.6399	0.8166	0.9555	3.194	2.845	63.58	49.26
41.17	51.77	0.5061	0.8784	0.7377	0.9288	0.8804	1.301	17.66	8.364
14.73	55.69	1.132	1.828	1.039	0.6288	0.2147	0.7398	16.64	23.3
46.27	55.95	2.164	0.7679	0.7288	0.4944	0.6496	0.3726	28.46	8.919
17.83	23.59	4.764	4.892	2.172	3.205	1.052	2.679	14.14	20.02
10.89	42.11	0.6737	1.39	1.283	2.493	0.889	2.757	3.86	16.52
27.1	40.5	0.9645	1.101	1.817	2.79	1.511	2.666	9.578	18.01
55.39	48.25	4.355	2.96	14.85	11.84	12.25	6.311	36.98	30.58
48.77	39.54	2.857	1.251	11.51	5.067	6.371	7.698	30.2	22.84
48.43	22.1	1.251	1.146	7.382	3.365	8.485	2.956	24.22	20.51
86.63	79.71	1.927	1.465	5.03	3.872	12.14	9.365	119.4	109.7
92.16	44.91	1.225	0.3863	3.618	1.645	9.923	6.428	129	71.66
36.76	21.75	0.5177	0.9017	1.767	1.1	5.363	2.931	53.14	34
10.75	18.85	0.6899	0.6143	1.283	1.22	1.522	1.755	11.43	13.19
22.77	18.3	0.8842	1.385	1.387	1.382	1.095	1.945	15.11	18.13
11.49	26.54	1.346	2.266	1.24	2.047	4.17	3.288	10.53	15.72
25.47	22.16	1.543	2.208	1.79	1.582	4.488	5.505	16.14	15.28
41.75	17.52	13.63	1.163	22.06	4.777	26.31	11.12	16.79	6.838
31.34	42.33	3.602	5.938	7.943	8.055	31.24	35.35	16.13	15.38
14.53	9.815	3.738	4.611	5.343	6.245	19.1	30.61	7.909	12.3
18.29	17.59	13.99	17.05	17.8	22.97	86.25	110.1	29.51	39.49
22.9	3.842	21.36	6.225	27.23	7.111	121.1	87.16	43.68	26.79
4.349	2.875	7.73	6.854	9.014	6.131	36.61	8.376	11.96	3.583
2.666	3.117	3.52	5.969	3.868	5.34	14.57	14.08	7.77	9.3
51.91	49.36	0.5212	1.003	0.5944	0.5977	25.47	17.72	21.46	20.72
58.32	43.76	0.9319	0.804	0.4533	0.6	27.7	10.71	25.55	24.98
45.9	40.68	1.012	1.087	0.4989	1.094	11.96	7.871	23.85	29.52
41.6	26	1.251	0.9541	1.389	1.483	8.24	4.118	31.14	17.53
39.78	65.27	1.257	1.146	0.9222	0.8777	2.008	7.704	34.21	70.91
64.94	48.28	1.209	0.4514	0.8533	0.8777	7.497	6.654	71.67	43.83
49.52	32.37	0.6574	0.3839	0.9444	0.4222	6.941	2.695	43.13	31.95
28.85	38.63	1.649	2.007	1.54	2.23	38.51	41.91	41.77	44.95
36.61	54.3	2.769	6.049	3.063	3.989	44.94	38.83	42.01	42.98
49.33	54.36	6.186	5.093	4.334	4.296	42.26	39.13	39.97	31.67
56.6	52.45	5.414	3.931	4.222	4.28	40.93	44.15	39.09	22.91
54.04	50.89	21.97	17.45	7.678	5.973	10.49	14.36	10.25	10.74
11.69	10.11	1.756	0.6283	1.789	1.632	34.59	38.51	57.46	59.57
1.608	1.96	0.5119	0.9599	0.8555	1.223	0.2201	0.8707	5.726	9.772
35.99	29.86	5.951	4.863	5.994	7.988	5.186	6.732	10.19	12.02
36.21	27.78	6.227	4.593	7.292	6.234	5.834	5.834	10.77	11.96
66.9	67.06	7.101	11.06	1.108	2.144	1.774	3.35	15.66	22.57
64.16	82.59	8.045	24.8	1.62	3.372	2.714	5.82	15.98	38.21
78.95	68.19	26.26	9.489	3.072	1.514	9.432	9.895	38.79	28.91
3.961	4.857	7.883	9.18	15.41	16.45	11.21	17.28	5.241	6.045
4.6	3.73	10.04	3.917	1.903	1.568	1.337	2.124	6.364	12.03
2.879	9.694	1.835	1.713	0.9266	1.065	2.506	4.556	9.6	15.82
10.54	14.72	2.932	3.437	1.797	1.837	3.961	6.239	63.47	75.48
6.856	4.376	0.9285	0.5643	0.6666	0.8011	1.81	2.678	40.97	28.76
43.38	57.09	2.577	6.134	1.4	4.599	12.62	46.55	11.54	38.68
48.13	56.7	11.28	14.17	6.27	9.177	75.45	91.05	56.18	71.08
55.62	33.39	14.26	3.54	9.146	3.418	90.59	31.27	70.88	25.4
19.02	21.16	1.268	2.451	1.161	2.001	77.07	89.09	14.9	17.63
4.883	5.2	2.862	3.653	0.8333	1.311	17.47	15.56	126	88.81
8.14	8.413	3.365	3.188	1.764	0.7333	7.866	8.099	18.45	19.3
10.33	5.953	4.472	2.024	1.644	0.6111	9.955	6.058	23.15	16.29
5.537	3.593	0.9389	1.55	2.985	4.149	7.799	8.354	14.8	21.84
0.4284	1.823	2.519	2.912	2.714	3.508	159.6	156.5	39.57	63.32
13	17.76	2.282	3.454	0.7944	1.592	7.336	9.194	53.81	71.49
1.419	1.924	3.389	3.565	2.013	2.669	13.85	26.41	49.19	60.5
0.6458	0.7183	1.46	1.181	2.233	2.055	12.42	15.56	54.14	59.45
1.448	1.285	0.4852	0.7353	1.064	1.393	43.53	65.68	159.6	178.1
1.68	0.6089	0.4852	0.7388	1.333	1.152	61.52	37.17	177	98.5
1.525	1.787	0.4654	1.757	1.401	2.485	28.24	80.38	87.16	140.4
2.154	5.396	1.752	3.453	2.859	3.196	99.5	154.8	161.7	335.3
4.653	4.929	2.769	5.451	2.772	3.583	162.7	74.17	345	96.52
0.7394	0.7038	0.2385	0.5119	0.7355	0.6611	15	14.56	28.13	28.71
