#genes:511
#downstream:1000	upstream:1000	body:0	bin size:1000	unscaled 5 prime:0	unscaled 3 prime:0
genes:511	GSM3443369_E4.5-5.5_new_Plate1_A02_met	GSM3443369_E4.5-5.5_new_Plate1_A02_met	GSM3443370_E4.5-5.5_new_Plate1_A03_met	GSM3443370_E4.5-5.5_new_Plate1_A03_met	GSM3443371_E4.5-5.5_new_Plate1_A04_met	GSM3443371_E4.5-5.5_new_Plate1_A04_met	GSM3443373_E4.5-5.5_new_Plate1_A07_met	GSM3443373_E4.5-5.5_new_Plate1_A07_met	GSM3443374_E4.5-5.5_new_Plate1_A08_met	GSM3443374_E4.5-5.5_new_Plate1_A08_met	GSM3443376_E4.5-5.5_new_Plate1_A11_met	GSM3443376_E4.5-5.5_new_Plate1_A11_met	GSM3443377_E4.5-5.5_new_Plate1_A12_met	GSM3443377_E4.5-5.5_new_Plate1_A12_met	GSM3443378_E4.5-5.5_new_Plate1_B01_met	GSM3443378_E4.5-5.5_new_Plate1_B01_met	GSM3443379_E4.5-5.5_new_Plate1_B02_met	GSM3443379_E4.5-5.5_new_Plate1_B02_met	GSM3443380_E4.5-5.5_new_Plate1_B07_met	GSM3443380_E4.5-5.5_new_Plate1_B07_met	GSM3443382_E4.5-5.5_new_Plate1_B11_met	GSM3443382_E4.5-5.5_new_Plate1_B11_met	GSM3443383_E4.5-5.5_new_Plate1_B12_met	GSM3443383_E4.5-5.5_new_Plate1_B12_met	GSM3443385_E4.5-5.5_new_Plate1_C03_met	GSM3443385_E4.5-5.5_new_Plate1_C03_met	GSM3443386_E4.5-5.5_new_Plate1_C05_met	GSM3443386_E4.5-5.5_new_Plate1_C05_met	GSM3443387_E4.5-5.5_new_Plate1_C08_met	GSM3443387_E4.5-5.5_new_Plate1_C08_met	GSM3443388_E4.5-5.5_new_Plate1_C09_met	GSM3443388_E4.5-5.5_new_Plate1_C09_met	GSM3443389_E4.5-5.5_new_Plate1_C11_met	GSM3443389_E4.5-5.5_new_Plate1_C11_met	GSM3443390_E4.5-5.5_new_Plate1_D03_met	GSM3443390_E4.5-5.5_new_Plate1_D03_met	GSM3443391_E4.5-5.5_new_Plate1_D05_met	GSM3443391_E4.5-5.5_new_Plate1_D05_met	GSM3443392_E4.5-5.5_new_Plate1_D11_met	GSM3443392_E4.5-5.5_new_Plate1_D11_met	GSM3443394_E4.5-5.5_new_Plate1_E03_met	GSM3443394_E4.5-5.5_new_Plate1_E03_met	GSM3443399_E4.5-5.5_new_Plate1_F03_met	GSM3443399_E4.5-5.5_new_Plate1_F03_met	GSM3443400_E4.5-5.5_new_Plate1_G03_met	GSM3443400_E4.5-5.5_new_Plate1_G03_met	GSM3443402_E4.5-5.5_new_Plate1_G08_met	GSM3443402_E4.5-5.5_new_Plate1_G08_met	GSM3443403_E4.5-5.5_new_Plate1_G09_met	GSM3443403_E4.5-5.5_new_Plate1_G09_met	GSM3443406_E4.5-5.5_new_Plate1_H09_met	GSM3443406_E4.5-5.5_new_Plate1_H09_met	GSM3443407_E4.5-5.5_new_Plate2_A01_met	GSM3443407_E4.5-5.5_new_Plate2_A01_met	GSM3443408_E4.5-5.5_new_Plate2_A02_met	GSM3443408_E4.5-5.5_new_Plate2_A02_met	GSM3443409_E4.5-5.5_new_Plate2_A03_met	GSM3443409_E4.5-5.5_new_Plate2_A03_met	GSM3443410_E4.5-5.5_new_Plate2_A04_met	GSM3443410_E4.5-5.5_new_Plate2_A04_met	GSM3443411_E4.5-5.5_new_Plate2_A05_met	GSM3443411_E4.5-5.5_new_Plate2_A05_met	GSM3443412_E4.5-5.5_new_Plate2_A06_met	GSM3443412_E4.5-5.5_new_Plate2_A06_met	GSM3443413_E4.5-5.5_new_Plate2_A07_met	GSM3443413_E4.5-5.5_new_Plate2_A07_met	GSM3443415_E4.5-5.5_new_Plate2_A09_met	GSM3443415_E4.5-5.5_new_Plate2_A09_met	GSM3443421_E4.5-5.5_new_Plate2_B03_met	GSM3443421_E4.5-5.5_new_Plate2_B03_met	GSM3443422_E4.5-5.5_new_Plate2_B04_met	GSM3443422_E4.5-5.5_new_Plate2_B04_met	GSM3443423_E4.5-5.5_new_Plate2_B05_met	GSM3443423_E4.5-5.5_new_Plate2_B05_met	GSM3443428_E4.5-5.5_new_Plate2_B10_met	GSM3443428_E4.5-5.5_new_Plate2_B10_met	GSM3443430_E4.5-5.5_new_Plate2_B12_met	GSM3443430_E4.5-5.5_new_Plate2_B12_met	GSM3443431_E4.5-5.5_new_Plate2_C01_met	GSM3443431_E4.5-5.5_new_Plate2_C01_met	GSM3443434_E4.5-5.5_new_Plate2_C04_met	GSM3443434_E4.5-5.5_new_Plate2_C04_met	GSM3443435_E4.5-5.5_new_Plate2_C05_met	GSM3443435_E4.5-5.5_new_Plate2_C05_met	GSM3443436_E4.5-5.5_new_Plate2_C06_met	GSM3443436_E4.5-5.5_new_Plate2_C06_met	GSM3443440_E4.5-5.5_new_Plate2_C10_met	GSM3443440_E4.5-5.5_new_Plate2_C10_met	GSM3443442_E4.5-5.5_new_Plate2_C12_met	GSM3443442_E4.5-5.5_new_Plate2_C12_met	GSM3443443_E4.5-5.5_new_Plate2_D01_met	GSM3443443_E4.5-5.5_new_Plate2_D01_met	GSM3443444_E4.5-5.5_new_Plate2_D02_met	GSM3443444_E4.5-5.5_new_Plate2_D02_met	GSM3443445_E4.5-5.5_new_Plate2_D03_met	GSM3443445_E4.5-5.5_new_Plate2_D03_met	GSM3443446_E4.5-5.5_new_Plate2_D04_met	GSM3443446_E4.5-5.5_new_Plate2_D04_met	GSM3443451_E4.5-5.5_new_Plate2_D09_met	GSM3443451_E4.5-5.5_new_Plate2_D09_met	GSM3443452_E4.5-5.5_new_Plate2_D10_met	GSM3443452_E4.5-5.5_new_Plate2_D10_met	GSM3443454_E4.5-5.5_new_Plate2_D12_met	GSM3443454_E4.5-5.5_new_Plate2_D12_met	GSM3443455_E4.5-5.5_new_Plate2_E01_met	GSM3443455_E4.5-5.5_new_Plate2_E01_met	GSM3443457_E4.5-5.5_new_Plate2_E03_met	GSM3443457_E4.5-5.5_new_Plate2_E03_met	GSM3443459_E4.5-5.5_new_Plate2_E05_met	GSM3443459_E4.5-5.5_new_Plate2_E05_met	GSM3443460_E4.5-5.5_new_Plate2_E06_met	GSM3443460_E4.5-5.5_new_Plate2_E06_met	GSM3443461_E4.5-5.5_new_Plate2_E07_met	GSM3443461_E4.5-5.5_new_Plate2_E07_met	GSM3443462_E4.5-5.5_new_Plate2_E08_met	GSM3443462_E4.5-5.5_new_Plate2_E08_met	GSM3443463_E4.5-5.5_new_Plate2_E09_met	GSM3443463_E4.5-5.5_new_Plate2_E09_met	GSM3443464_E4.5-5.5_new_Plate2_E10_met	GSM3443464_E4.5-5.5_new_Plate2_E10_met	GSM3443465_E4.5-5.5_new_Plate2_E11_met	GSM3443465_E4.5-5.5_new_Plate2_E11_met	GSM3443466_E4.5-5.5_new_Plate2_E12_met	GSM3443466_E4.5-5.5_new_Plate2_E12_met	GSM3443469_E4.5-5.5_new_Plate2_F03_met	GSM3443469_E4.5-5.5_new_Plate2_F03_met	GSM3443470_E4.5-5.5_new_Plate2_F04_met	GSM3443470_E4.5-5.5_new_Plate2_F04_met	GSM3443471_E4.5-5.5_new_Plate2_F05_met	GSM3443471_E4.5-5.5_new_Plate2_F05_met	GSM3443472_E4.5-5.5_new_Plate2_F06_met	GSM3443472_E4.5-5.5_new_Plate2_F06_met	GSM3443473_E4.5-5.5_new_Plate2_F07_met	GSM3443473_E4.5-5.5_new_Plate2_F07_met	GSM3443474_E4.5-5.5_new_Plate2_F08_met	GSM3443474_E4.5-5.5_new_Plate2_F08_met	GSM3443475_E4.5-5.5_new_Plate2_F09_met	GSM3443475_E4.5-5.5_new_Plate2_F09_met	GSM3443476_E4.5-5.5_new_Plate2_F10_met	GSM3443476_E4.5-5.5_new_Plate2_F10_met	GSM3443477_E4.5-5.5_new_Plate2_F11_met	GSM3443477_E4.5-5.5_new_Plate2_F11_met	GSM3443479_E4.5-5.5_new_Plate2_G01_met	GSM3443479_E4.5-5.5_new_Plate2_G01_met	GSM3443480_E4.5-5.5_new_Plate2_G02_met	GSM3443480_E4.5-5.5_new_Plate2_G02_met	GSM3443483_E4.5-5.5_new_Plate2_G05_met	GSM3443483_E4.5-5.5_new_Plate2_G05_met	GSM3443485_E4.5-5.5_new_Plate2_G07_met	GSM3443485_E4.5-5.5_new_Plate2_G07_met	GSM3443486_E4.5-5.5_new_Plate2_G08_met	GSM3443486_E4.5-5.5_new_Plate2_G08_met	GSM3443487_E4.5-5.5_new_Plate2_G09_met	GSM3443487_E4.5-5.5_new_Plate2_G09_met	GSM3443489_E4.5-5.5_new_Plate2_G11_met	GSM3443489_E4.5-5.5_new_Plate2_G11_met	GSM3443490_E4.5-5.5_new_Plate2_G12_met	GSM3443490_E4.5-5.5_new_Plate2_G12_met	GSM3443491_E4.5-5.5_new_Plate2_H01_met	GSM3443491_E4.5-5.5_new_Plate2_H01_met	GSM3443492_E4.5-5.5_new_Plate2_H02_met	GSM3443492_E4.5-5.5_new_Plate2_H02_met	GSM3443493_E4.5-5.5_new_Plate2_H03_met	GSM3443493_E4.5-5.5_new_Plate2_H03_met	GSM3443494_E4.5-5.5_new_Plate2_H04_met	GSM3443494_E4.5-5.5_new_Plate2_H04_met	GSM3443496_E4.5-5.5_new_Plate2_H06_met	GSM3443496_E4.5-5.5_new_Plate2_H06_met	GSM3443497_E4.5-5.5_new_Plate2_H07_met	GSM3443497_E4.5-5.5_new_Plate2_H07_met	GSM3443498_E4.5-5.5_new_Plate2_H08_met	GSM3443498_E4.5-5.5_new_Plate2_H08_met	GSM3443499_E4.5-5.5_new_Plate2_H09_met	GSM3443499_E4.5-5.5_new_Plate2_H09_met	GSM3443500_E4.5-5.5_new_Plate2_H10_met	GSM3443500_E4.5-5.5_new_Plate2_H10_met	GSM3443502_E4.5-5.5_new_Plate2_H12_met	GSM3443502_E4.5-5.5_new_Plate2_H12_met
nan	nan	0	nan	nan	nan	0	0	0	nan	nan	nan	0	0.5	nan	nan	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	0.25	0	nan	nan	0	0	nan	0	0.3333	nan	0	nan	0	nan	nan	0	0	nan	0.1667	0	0.5	0	nan	nan	1	0	nan	0	0	0	nan	1	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	0.5	0	nan	nan	nan	0	nan	0	0.25	0	nan	nan	nan	nan	nan	nan	0.5	0	0.1667	0.4	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	1	nan	nan	nan	nan	nan	nan	1	0.3333	0	0	0	nan	0	nan	nan	nan	0	nan	nan	0	nan	0	nan	nan	0	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	nan	nan	0.5	1	nan	nan	nan	nan	1	0	nan	nan	nan	nan	0	0	nan	0	nan	nan	0	nan	nan	nan	nan	0	nan	nan	1	nan
0	nan	nan	nan	0.5	nan	0	nan	0	nan	0	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	1	nan	0	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	0	nan	0	nan	1	nan	nan	nan	0.3333	nan	0	nan	nan	nan	nan	nan	0	nan	0.5	nan	nan	nan	nan	nan	nan	nan	0.25	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0.5	nan	0	nan	0	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	1	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	0.3333	1	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	0.5	nan	1	nan	nan	nan	0	nan
nan	nan	nan	nan	0	nan	0	0.5	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	1	nan	nan	0	0	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0.5	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0.3333	nan	nan	nan	0	nan	0	nan	nan	0	nan	nan	nan	nan	0.3333	nan	nan	nan	0	0	nan	nan
nan	0	nan	0	0	0	nan	nan	nan	nan	0	nan	nan	nan	0	0	0	0	0	0	0	0	0	0.2	0	0	nan	0	0.5	0	0	0	0	0	nan	0	nan	0.2	nan	nan	nan	nan	0	0	0	nan	0	1	0	0	nan	0	nan	nan	0	nan	nan	0	0	0	nan	0	nan	0	nan	nan	0	0	nan	0	0	0	0	0	nan	0.3333	nan	nan	0	nan	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	0	0	0	0.2	0	0	nan	nan	nan	nan	0	0	0	0	nan	0	0	nan	0	0	0	0	0	nan	0	0	nan	nan	0	0	0	0	nan	0	0	0	0	nan	0	nan	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	0	nan	nan	0	0	nan	nan	nan	0	0.5	0	0	0.125	nan	nan	nan	nan	0	0	nan	0	nan	nan	nan	nan
nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	0.1667	0	nan	nan	0	0.5	0	nan	0	0	0	1	0	nan	nan	0	nan	nan	0	nan	nan	nan	0	0	0	1	0	0	nan	nan	0	nan	0	nan	nan	nan	0	0	1	0	nan	nan	0	nan	nan	0	0	1	1	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	0.3333	nan	nan	nan	nan	0	0	1	0	0.5	nan	nan	nan	nan	nan	nan	0.5	1	0.4	0.25	nan	nan	nan	nan	nan	nan	nan	nan	0	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	0.25	1	0	nan	0	0.2	nan	nan	0	0	nan	nan	0	1	0	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	nan	nan	nan	1	1	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	nan	1	nan	nan
nan	nan	nan	0	nan	0	0	0.3333	1	nan	nan	nan	nan	nan	nan	nan	0	0	0.4	0	0.1667	0.1429	nan	0	0	nan	nan	nan	nan	nan	0.4	0	0	0	0	0	0.6667	0	nan	nan	0.5	nan	0	0	0	nan	0	0	0.4	nan	1	nan	nan	0	nan	nan	nan	nan	0	0	nan	nan	0.25	nan	0	0	0	0	0	0	0	0	nan	nan	0	nan	0.1429	nan	nan	nan	0.2	0	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	0	0.1667	0	0	0	0	nan	0	0	nan	nan	nan	nan	0.4286	0	0.1429	0	nan	nan	nan	nan	0.25	nan	0	0	0	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	nan	0	nan	nan	0	nan	nan	nan	1	0	0	0	0	nan	nan	nan	nan	nan	0	0	0	nan	0	nan	nan	nan	nan	0	nan	nan	0.4	0	nan	0	0	nan	nan	nan	0.5	nan
nan	nan	0.5	nan	nan	0.3333	0.5	1	0	0.2	0.5	nan	nan	0	nan	nan	1	nan	nan	nan	nan	0	0	0.5	nan	nan	nan	nan	nan	nan	nan	nan	0.6667	0.3333	nan	nan	nan	nan	nan	0.3333	nan	nan	0	0	0.3333	0	0	0.4286	1	0.75	0	0	nan	nan	nan	0.75	nan	nan	0.5	0.25	0.5	nan	1	nan	nan	0	nan	nan	1	0	nan	0	nan	nan	0	nan	0	1	nan	nan	1	0.5	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	0	nan	nan	0	0.6667	nan	nan	nan	0.3333	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	1	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	0	0.5	1	nan	1	nan	0.5	0.6	1	0.5	0.5	0	1	0	nan	nan	nan	1	0	0.2	nan	0.6667	nan	nan	1	nan	0.5	0	nan	nan	0	0.3333	nan	nan
nan	nan	nan	0	0	0	0	nan	0	nan	nan	nan	0	0	nan	0	nan	nan	nan	1	nan	nan	0	0	nan	0.5	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	1	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	0.3333	nan	nan	nan	nan	nan	0	nan	nan	0	0	0	0	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	0	1	nan	1	0	nan	nan	nan	0	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	1	0.5	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	1	nan	0	1	0.6667	0	nan	nan	0	nan	nan	nan	nan	nan	0.5	nan	0	nan	nan	nan	nan	0	0.5	nan	nan	0	nan	0	nan	nan	nan
0.5	nan	nan	nan	0.5	0	0.5	0	nan	0	1	nan	nan	nan	nan	0	1	nan	nan	nan	1	0	1	nan	nan	nan	1	nan	nan	nan	0.5	0	nan	nan	nan	nan	1	nan	nan	nan	1	nan	1	0	1	nan	0	0	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	0	nan	0.6667	nan	0.5	0	nan	nan	0	nan	nan	0.5	nan	nan	0.5	0	nan	nan	nan	nan	nan	nan	0.3333	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	0.5	0	nan	0	0	nan	nan	nan	nan	nan	nan	0	nan	nan	1	nan	nan	0	nan	nan	1	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	0	0	nan	nan	nan	nan	0.5	0	nan	nan	nan	nan	nan	0.3333	nan	nan	nan	0	1	0	0	nan	nan	nan	0.5	nan	nan	0.3333	nan	nan	0	0	nan	nan
nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	1	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	nan	nan	nan	nan
